Price,Close,High,Low,Open,Volume,20EMA,50EMA,100EMA,200EMA
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2000-01-03,0.8421506285667419,0.8463823116050437,0.765035668497191,0.7890166789549423,535796800,0.8421506285667419,0.8421506285667419,0.8421506285667419,0.8421506285667419
2000-01-04,0.7711489200592041,0.8322759891419447,0.761274256061347,0.8144082072235389,512377600,0.8353885610898335,0.8393662478409561,0.8407446541408501,0.8414441439049755
2000-01-05,0.7824332118034363,0.8318057242468626,0.7749102926651642,0.7805524694628402,778321600,0.8303451944911291,0.8371335797610534,0.8395899721143667,0.8408569704512289
2000-01-06,0.7147226929664612,0.8050036455635722,0.7147226929664612,0.7984210727392759,767972800,0.819333527679256,0.8323331528279322,0.8371173527252993,0.8396019030135695
2000-01-07,0.7485783100128174,0.759863566388499,0.7184849794071277,0.7260078977096681,460734400,0.8125949355205475,0.8290486491881238,0.835364104354755,0.8386961956205272
2000-01-10,0.7354126572608948,0.769267485734735,0.7128422358876455,0.767386742847282,505064000,0.8052442423529615,0.825376649504703,0.833384867778639,0.8376684987214265
2000-01-11,0.6977952122688293,0.747637913977559,0.6808678310802784,0.7217762172324069,441548800,0.795011001392568,0.82037345588761,0.8306999241051773,0.8362767247268733
2000-01-12,0.6559467315673828,0.7184852065830581,0.6507738478159216,0.7147228673203129,976068800,0.7817667852187409,0.8139253490515227,0.8272394648470032,0.8344823964367292
2000-01-13,0.7278885245323181,0.7429352136018011,0.6959144546539612,0.7108431673068488,1032684800,0.7766355222962245,0.8105513559331226,0.8252721194942372,0.8334217608953918
2000-01-14,0.7556310892105103,0.7692671855166645,0.7476379727263639,0.7523398029979731,390376000,0.774635100097585,0.8083976199832162,0.8238930891915891,0.8326477243612138
2000-01-18,0.781963050365448,0.7974807439105651,0.7556311513290321,0.7598636376640175,459177600,0.7753330001230957,0.8073609701942841,0.8230627913930516,0.8321433992468281
2000-01-19,0.8017124533653259,0.8181696909458214,0.7777314422447832,0.7946588780034443,597643200,0.777845329003308,0.8071394597304035,0.8226400124222055,0.8318406037654201
2000-01-20,0.8539057970046997,0.9140924476788619,0.8539057970046997,0.8689524345611912,1831132800,0.7850891830986787,0.8089734337411603,0.8232591368693836,0.832060157927005
2000-01-21,0.8374486565589905,0.8595481172727322,0.8289845385460394,0.8595481172727322,495924800,0.7900757996187083,0.8100901091457811,0.8235401174572966,0.832113774828816
2000-01-24,0.7993614673614502,0.8482629258546308,0.7908972984769379,0.8158186527504218,440876800,0.7909601489275409,0.8096693780954152,0.8230613323068838,0.8317878812221755
2000-01-25,0.8445014357566833,0.8510849125581711,0.7702084253581182,0.7899569472463972,497145600,0.7960593191017449,0.8110353411409552,0.8234858888108402,0.8319143842523696
2000-01-26,0.8289846777915955,0.8590780634871229,0.8256934413091684,0.8275741335208081,367158400,0.7991950675483973,0.8117392366958822,0.8235947757213502,0.8318852329443023
2000-01-27,0.8275740742683411,0.8501445388289692,0.8050036599318243,0.8186397573083714,340144000,0.8018978300931539,0.8123602107183316,0.8236735737123797,0.831842335843049
2000-01-28,0.7645654678344727,0.8341567045687064,0.7570425483368992,0.8139380328600893,423348800,0.7983423670208986,0.8104859070758275,0.8225031161702429,0.8311729142708244
2000-01-31,0.7805525064468384,0.7814929027737504,0.7109613199630999,0.7598636868065446,701680000,0.7966480945852737,0.8093120482276318,0.8216724110272051,0.8306692286208345
2000-02-01,0.7542206048965454,0.7899570213318803,0.7523399126929733,0.7824332480352951,318035200,0.7926073812815854,0.8071515994695501,0.820336731697885,0.8299085457977072
2000-02-02,0.7434054017066956,0.7683267516687925,0.7297692567361712,0.7579827463440694,464195200,0.7879214784649292,0.8046517485768891,0.818813339024792,0.8290478179958067
2000-02-03,0.7772611975669861,0.7843147720511086,0.7542205354458786,0.754690733565532,475193600,0.7869062136175061,0.8035776093215989,0.8179905243424592,0.8285325282402961
2000-02-04,0.8125275373458862,0.8275741808296871,0.7796122074171998,0.7819631481523153,425320000,0.7893463396868756,0.8039285868911789,0.8178823463821311,0.8283732745995557
2000-02-07,0.8581374287605286,0.8595480228635578,0.7970103784692967,0.8125272651713267,441067200,0.7958978719796045,0.8060544238272318,0.8186794767262577,0.8286694353374758
2000-02-08,0.8642508387565613,0.8736543990913374,0.8369785450006467,0.8576673621296861,408643200,0.8024076783393147,0.8083366361774016,0.8195818799347785,0.8290234791525911
2000-02-09,0.8473223447799683,0.8811780084506999,0.8459118511700028,0.8586075994862784,299364800,0.806685265619377,0.8098654874951493,0.8201311960703268,0.8292055574175402
2000-02-10,0.8539057970046997,0.8567268845962352,0.8275738548242019,0.8492039173866763,302982400,0.8111824590846458,0.8115925584563082,0.8208000000492253,0.8294513309457707
2000-02-11,0.8181694149971008,0.8586075998352025,0.8144079312886661,0.8548461161267678,212251200,0.8118478834572606,0.8118504743990844,0.820747909256114,0.8293390730756347
2000-02-14,0.8713034391403198,0.8717736372089983,0.8172291042950475,0.8224011323781965,367539200,0.8175103173318375,0.8141819632124663,0.8217490088577813,0.8297566289568754
2000-02-15,0.8952845335006714,0.9023381079199119,0.8666017453281123,0.8670719434434405,485744000,0.8249173855383931,0.817362456164945,0.8232051578606109,0.83040864790756
2000-02-16,0.8586076498031616,0.888701831530593,0.8435610109563678,0.8858799401115004,378246400,0.8281259821350377,0.8189799147389927,0.8239061973050178,0.8306892349910983
2000-02-17,0.8642508387565613,0.8689526189239494,0.8510848899849863,0.8666017288402553,289497600,0.831566444670421,0.8207552450926229,0.8247051010961374,0.8310231812972223
2000-02-18,0.8369784951210022,0.8680121709820915,0.8341565532892499,0.8623699949381838,233441600,0.8320818780466668,0.8213914509760887,0.8249481386015802,0.8310824381511902
2000-02-22,0.8562569618225098,0.879767773744625,0.8026527646660798,0.8285145171528867,422296000,0.8343842669776995,0.8227587259112425,0.8255681152990244,0.8313329309240391
2000-02-23,0.8745949864387512,0.8952847121232969,0.8350971314921352,0.8519074457186189,473099200,0.8382138593073235,0.8247915204417331,0.8265389444305041,0.8317633991381159
2000-02-24,0.8667185306549072,0.8962245809514815,0.8407396679881708,0.882588439120803,376432000,0.8409285899118553,0.8264357169206811,0.8273345798012843,0.8321112113920144
2000-02-25,0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000,0.8399254063112557,0.8265909892808725,0.8273951853914681,0.8320941362747363
2000-02-28,0.8520253896713257,0.8651913415940092,0.815348672992665,0.8285146249153486,328328000,0.8410777856788814,0.8275884167471648,0.827882912208891,0.8322924572040556
2000-02-29,0.8623701333999634,0.8821186567583591,0.8468524893922198,0.8543761620950499,368961600,0.8431056283189844,0.8289524056355099,0.8285658274800014,0.832591737564214
2000-03-01,0.9803927540779114,0.993558705139106,0.8915231871042574,0.8919933852924093,1077003200,0.8561805926769774,0.8348912428293296,0.8315723012740194,0.8340623944449473
2000-03-02,0.9178550243377686,0.962524953984794,0.9079803608435039,0.955472182557589,311259200,0.8620543480732432,0.8381447244571115,0.833280870047559,0.8348961519563187
2000-03-03,0.9629950523376465,0.9647587223247138,0.9028083826417262,0.9394842405422835,323366400,0.8716677484793769,0.8430408157465443,0.8358494677166697,0.836170767880511
2000-03-06,0.9455973505973816,0.9714590480958204,0.9404244686773596,0.9479482405048768,210560000,0.8787086629668059,0.8470626406426557,0.8380226931202481,0.8372595895990869
2000-03-07,0.9244377613067627,0.9587636389687608,0.9112718088449631,0.951239864468534,273011200,0.8830638151896589,0.8500969591000717,0.839733882589288,0.8381270340936906
2000-03-08,0.9178550243377686,0.9324315689329126,0.8919933222318557,0.9244375976100627,271230400,0.8863772636799551,0.852754138129001,0.8412808358912381,0.8389203474294527
2000-03-09,0.9197357892990112,0.9404246079411542,0.8896424051521015,0.9093909279609277,276718400,0.8895542661198652,0.8553808695474329,0.8428343993250554,0.8397244811793986
2000-03-10,0.9460678696632385,0.9625251090816409,0.9103313978564231,0.915504281531571,248606400,0.894936514076377,0.8589372224931507,0.8448786264604651,0.840782624348392
2000-03-13,0.912682056427002,0.9517097007303271,0.8990459109134464,0.9187952338876066,303956800,0.8966265657288174,0.8610448630395763,0.8462212686380203,0.841498041583005
2000-03-14,0.8595481514930725,0.9347823594516594,0.8576673590742435,0.9119767971152953,428579200,0.893095288182556,0.8609861684691252,0.8464851673084174,0.8416776446666873
2000-03-15,0.8745949864387512,0.90468917854729,0.8586079459832799,0.8698932052438324,443609600,0.891333354683146,0.8615198476051891,0.8470417973902061,0.8420051804057128
2000-03-16,0.9145630598068237,0.9178551504812357,0.8614290538279069,0.8825889781892375,378100800,0.8935457075520676,0.8635999735738806,0.8483788520915252,0.8427271493549777
2000-03-17,0.9404242634773254,0.9404242634773254,0.8999860328042721,0.9037484201381302,305043200,0.8980103319259017,0.8666126908249961,0.8502015335051054,0.8436992599432599
2000-03-20,0.9253779053688049,0.9498290106702153,0.9206760247178571,0.929140193385666,204489600,0.9006167674918925,0.8689172090424004,0.8516901745321093,0.8445119827833151
2000-03-21,1.0151885747909546,1.0288246202141051,0.9150337738711198,0.9220865440497961,524328000,0.9115283681870412,0.8746533410325399,0.8549277666164429,0.8462102573306548
2000-03-22,1.0847796201705933,1.0861910178707248,0.9897969043589276,0.9989663185683441,567996800,0.92802848742357,0.8828935872732478,0.8594792884690003,0.8485840818365249
2000-03-23,1.0631506443023682,1.1313312833808897,1.0532759810832624,1.0683226229658123,562564800,0.9408972642691699,0.8899624914704682,0.8635123846241165,0.8507190725078269
